0 117 1 0 0 1
0 29 1 59 0 1
0 6 1 62843 1 1
379 117 1 540098 0 1
379 29 1 540120 0 1
379 378 1 540139 0 1
379 380 1 540152 0 1
848 849 1 1487593 1 1
0 22 1 1795511 1 1
377 378 1 5492413 0 1
377 117 1 5492500 0 1
377 29 1 5492552 0 1
0 201 1 6138746 1 1
0 232 1 9067762 0 1
379 383 1 10829071 1 1
10030 9172 1 10829071 0 0
379 381 1 11803308 1 1
693 694 1 14697099 0 1
379 386 1 18146595 1 1
379 385 1 18146659 0 1
440 117 1 19017883 0 1
758 759 1 19185936 1 1
440 29 1 21364235 0 1
440 378 1 21364269 0 1
701 491 1 21759288 0 1
701 706 1 21759323 0 1
701 378 1 21759359 0 1
701 117 1 21759379 0 1
416 424 1 25498566 1 1
5698 8721 1 25498566 0 0
514 117 1 25880845 0 1
416 423 1 26099006 1 1
0 237 1 28165908 1 1
3410 746 1 28165908 0 0
758 117 1 35669424 0 1
877 883 1 35672126 0 1
877 882 1 35672174 1 1
877 880 1 36729316 0 1
475 489 1 37448504 1 1
475 485 1 38197741 1 1
475 487 1 38197750 1 1
475 482 1 39176927 0 1
475 488 1 43309491 1 1
475 476 1 44111268 1 1
475 481 1 44111477 0 1
475 490 1 44112039 0 1
416 29 1 44666886 0 1
873 874 1 47016394 1 1
873 875 1 47016436 1 1
475 492 1 47170147 0 1
709 722 1 51866142 1 1
416 417 1 52022693 1 1
429 432 1 53122985 0 1
447 465 1 53301116 0 1
447 458 1 53669311 0 1
447 460 1 53693656 0 1
391 395 1 53801834 1 1
391 392 1 53801837 1 1
391 393 1 53801840 1 1
391 394 1 53801846 0 1
925 1000 1 54156980 1 1
925 1105 1 54157006 1 1
925 1034 1 54157027 1 1
440 442 1 54188575 1 1
925 1061 1 55279525 0 1
925 1036 1 58580006 1 1
824 826 1 58660973 1 1
447 449 1 59732773 1 1
10970 0 2 59732773 1 0
447 448 1 59732850 1 1
447 455 1 59738333 0 1
515 171 1 60044519 1 1
515 644 1 60044723 1 1
5824 10 2 60044723 1 0
515 586 1 60045025 0 1
515 677 1 60047685 0 1
515 653 1 60049085 0 1
4224 12 2 60049085 1 0
515 458 1 60125002 0 1
515 678 1 60125567 1 1
515 392 1 60128088 0 1
515 550 1 60211405 0 1
515 627 1 60212279 0 1
515 628 1 60293132 0 1
515 549 1 60293250 0 1
4441 16 2 60293250 1 0
515 558 1 60293811 1 1
515 626 1 60294021 0 1
515 560 1 60294087 0 1
515 657 1 60296063 1 1
515 599 1 60296133 1 1
515 659 1 60296181 1 1
515 570 1 60383141 1 1
515 597 1 60383176 0 1
515 601 1 60383289 0 1
13113 8 2 60383289 1 0
515 609 1 60383828 1 1
515 539 1 60383867 1 1
515 581 1 60383988 1 1
515 555 1 60461271 1 1
515 568 1 60461274 1 1
515 630 1 60461277 1 1
515 691 1 60469623 1 1
515 520 1 60551366 0 1
515 611 1 60556820 1 1
515 521 1 60557772 0 1
515 632 1 60558928 0 1
515 645 1 60559443 1 1
515 537 1 60618528 1 1
515 532 1 60641396 0 1
515 523 1 60641435 1 1
515 138 1 60641477 1 1
515 637 1 60647453 1 1
515 602 1 60654627 1 1
515 634 1 60655272 0 1
515 553 1 60697478 0 1
515 524 1 60711674 0 1
515 620 1 60711967 1 1
515 672 1 60727809 1 1
515 546 1 60727814 1 1
515 552 1 60727817 1 1
515 575 1 60778410 1 1
6356 10982 1 60778410 0 0
515 542 1 60778413 0 1
515 636 1 60809019 0 1
515 572 1 60809025 1 1
500 508 1 60939855 1 1
515 557 1 61425780 1 1
515 689 1 61425792 0 1
515 641 1 61598518 1 1
515 622 1 61598545 1 1
515 692 1 61598611 0 1
515 654 1 61602770 1 1
515 663 1 61606316 1 1
515 592 1 61606339 1 1
515 181 1 61642777 1 1
12324 6 2 61642777 1 0
515 640 1 61642782 1 1
515 650 1 61642786 0 1
515 538 1 61679398 1 1
515 562 1 61679430 1 1
515 642 1 61679621 1 1
515 464 1 62088359 1 1
6059 168 1 62088359 1 0
515 682 1 62088364 1 1
515 584 1 62096546 1 1
515 687 1 62099531 1 1
515 527 1 62104449 0 1
515 543 1 62107804 0 1
515 518 1 62118950 0 1
515 607 1 62153807 0 1
515 605 1 62163773 0 1
515 566 1 62190751 1 1
9257 8 2 62190751 1 0
515 625 1 62196760 0 1
515 688 1 62260407 1 1
416 421 1 62596033 0 1
447 451 1 62643162 1 1
515 467 1 62765599 1 1
515 623 1 62889257 1 1
515 533 1 62933008 0 1
3885 4533 1 62933008 0 0
515 596 1 62933020 1 1
515 600 1 62933024 1 1
515 649 1 62933037 1 1
515 662 1 62964532 1 1
7111 7407 1 62964532 0 0
515 594 1 63048627 0 1
515 573 1 63192960 1 1
290 15 2 63192960 1 0
515 578 1 63216845 1 1
515 673 1 63332724 0 1
3580 853 1 63332724 1 0
515 234 1 63332733 1 1
515 624 1 63539116 1 1
515 587 1 63550477 1 1
515 686 1 63576249 0 1
515 531 1 63576284 0 1
515 564 1 63576317 0 1
515 652 1 63661309 1 1
515 631 1 63662323 0 1
515 667 1 63669655 1 1
515 683 1 63669682 0 1
515 545 1 63673980 1 1
515 679 1 63677255 0 1
515 516 1 63715729 1 1
515 593 1 63715742 1 1
515 660 1 63715759 1 1
515 453 1 63829919 1 1
515 646 1 63886811 1 1
3302 6975 1 63886811 0 0
877 887 1 64518908 1 1
877 885 1 64518963 1 1
877 881 1 64518986 0 1
515 588 1 64520722 1 1
515 580 1 64610782 1 1
5145 6694 1 64610782 1 0
515 556 1 64676144 1 1
515 519 1 64681062 0 1
515 680 1 64684450 1 1
515 583 1 64751375 1 1
4010 3517 1 64751375 0 0
515 635 1 64796879 0 1
515 648 1 64797505 1 1
515 525 1 64964443 1 1
515 451 1 64964724 0 1
515 656 1 64964872 0 1
515 229 1 65038454 1 1
877 888 1 65130897 0 1
515 517 1 65216454 1 1
515 610 1 65369467 1 1
515 540 1 65390999 1 1
515 670 1 65620067 1 1
4763 11866 1 65620067 0 0
515 638 1 65620151 0 1
10395 5 2 65620151 1 0
515 551 1 65656522 1 1
515 569 1 65918740 1 1
515 574 1 65918741 1 1
515 559 1 65918744 1 1
2853 11928 1 65918744 1 0
515 582 1 65918745 1 1
515 647 1 65955772 1 1
515 681 1 65955774 1 1
515 612 1 65955776 0 1
515 651 1 65958722 1 1
515 544 1 65964977 0 1
11168 6163 1 65964977 1 0
515 643 1 65982350 1 1
515 590 1 65982351 1 1
515 561 1 66008177 0 1
515 671 1 66060663 1 1
6734 7277 1 66060663 0 0
515 604 1 66068853 1 1
515 674 1 66090471 1 1
4045 13 2 66090471 1 0
515 567 1 66090478 1 1
515 665 1 66149048 1 1
515 70 1 66149049 1 1
515 603 1 66149049 1 1
515 541 1 66176637 1 1
515 528 1 66218897 1 1
515 675 1 66237447 0 1
515 690 1 66237451 1 1
515 658 1 66434842 1 1
515 664 1 66434847 1 1
515 669 1 66434852 1 1
515 621 1 66434853 0 1
515 585 1 66434861 1 1
515 616 1 66434865 1 1
515 530 1 66434873 1 1
515 589 1 67731259 1 1
515 685 1 67731264 0 1
515 548 1 67731274 1 1
515 522 1 67731279 1 1
515 535 1 67731285 1 1
515 327 1 67731288 1 1
515 529 1 67731289 1 1
416 425 1 68192434 0 1
416 422 1 68319207 0 1
429 430 1 69463215 0 1
891 910 1 69891444 1 1
891 909 1 69891454 0 1
891 903 1 69891464 0 1
891 921 1 69891486 1 1
891 920 1 69891507 0 1
891 922 1 69891527 0 1
891 893 1 69891553 1 1
360 369 1 71087698 0 1
360 372 1 71087709 0 1
360 362 1 71087888 1 1
360 370 1 71087891 0 1
360 361 1 71087895 1 1
360 363 1 71087898 0 1
360 364 1 71087900 0 1
360 371 1 71087902 0 1
360 368 1 71087904 0 1
701 334 1 71220096 0 1
701 705 1 71220107 0 1
379 388 1 71222987 0 1
379 384 1 71222990 1 1
379 387 1 71223010 0 1
758 384 1 71260421 1 1
758 760 1 71260430 0 1
6221 833 1 71260430 0 0
